,County,Income,State,FIPS
2562,Lewis,44554,Tennessee,47101
2563,Lincoln,51229,Tennessee,47103
2564,Loudon,70063,Tennessee,47105
2565,McMinn,45629,Tennessee,47107
2566,McNairy,40085,Tennessee,47109
2567,Macon,41530,Tennessee,47111
2568,Madison,55537,Tennessee,47113
2569,Marion,51590,Tennessee,47115
2570,Marshall,50555,Tennessee,47117
2571,Maury,57191,Tennessee,47119
2572,Meigs,41017,Tennessee,47121
2573,Monroe,44350,Tennessee,47123
2574,Montgomery,52478,Tennessee,47125
2575,Moore,51017,Tennessee,47127
2576,Morgan,40237,Tennessee,47129
2577,Obion,51945,Tennessee,47131
2578,Overton,42000,Tennessee,47133
2579,Perry,37048,Tennessee,47135
2580,Pickett,42545,Tennessee,47137
2581,Polk,42519,Tennessee,47139
2582,Putnam,51132,Tennessee,47141
2583,Rhea,45745,Tennessee,47143
2584,Roane,53353,Tennessee,47145
2585,Robertson,56484,Tennessee,47147
2586,Rutherford,54623,Tennessee,47149
2587,Scott,39326,Tennessee,47151
2588,Sequatchie,48254,Tennessee,47153
2589,Sevier,57533,Tennessee,47155
2590,Shelby,61979,Tennessee,47157
2591,Smith,50388,Tennessee,47159
2592,Stewart,50483,Tennessee,47161
2593,Sullivan,54453,Tennessee,47163
2594,Sumner,67865,Tennessee,47165
2595,Tipton,52829,Tennessee,47167
2596,Trousdale,40015,Tennessee,47169
2597,Unicoi,45593,Tennessee,47171
2598,Union,43407,Tennessee,47173
2599,Van Buren,36828,Tennessee,47175
2600,Warren,44375,Tennessee,47177
2601,Washington,55967,Tennessee,47179
2602,Wayne,38758,Tennessee,47181
2603,Weakley,47451,Tennessee,47183
2604,White,42866,Tennessee,47185
2605,Williamson,128610,Tennessee,47187
2606,Wilson,68675,Tennessee,47189
2609,Anderson,46478,Texas,48001
2610,Andrews,57526,Texas,48003
2611,Angelina,51080,Texas,48005
2612,Aransas,68361,Texas,48007
2613,Archer,67573,Texas,48009
2614,Armstrong,71357,Texas,48011
2615,Atascosa,48387,Texas,48013
2616,Austin,65441,Texas,48015
2617,Bailey,57209,Texas,48017
2618,Bandera,62073,Texas,48019
2619,Bastrop,47331,Texas,48021
2620,Baylor,62964,Texas,48023
2621,Bee,37156,Texas,48025
2622,Bell,51898,Texas,48027
2623,Bexar,57096,Texas,48029
2624,Blanco,78045,Texas,48031
2625,Borden,155670,Texas,48033
2626,Bosque,57123,Texas,48035
2627,Bowie,51132,Texas,48037
2628,Brazoria,60088,Texas,48039
2629,Brazos,50236,Texas,48041
2630,Brewster,58475,Texas,48043
2631,Briscoe,62907,Texas,48045
2632,Brooks,45257,Texas,48047
2633,Brown,49825,Texas,48049
2634,Burleson,61181,Texas,48051
2635,Burnet,67112,Texas,48053
2636,Caldwell,44202,Texas,48055
2637,Calhoun,59827,Texas,48057
2638,Callahan,54394,Texas,48059
2639,Cameron,38523,Texas,48061
2640,Camp,50426,Texas,48063
2641,Carson,61595,Texas,48065
2642,Cass,49130,Texas,48067
2643,Castro,108479,Texas,48069
2644,Chambers,65907,Texas,48071
2645,Cherokee,46221,Texas,48073
2646,Childress,44285,Texas,48075
2647,Clay,57095,Texas,48077
2648,Cochran,49855,Texas,48079
2649,Coke,56377,Texas,48081
2650,Coleman,62085,Texas,48083
2651,Collin,86860,Texas,48085
2652,Collingsworth,58742,Texas,48087
2653,Colorado,64084,Texas,48089
2654,Comal,77224,Texas,48091
2655,Comanche,55417,Texas,48093
2656,Concho,41175,Texas,48095
2657,Cooke,62126,Texas,48097
2658,Coryell,39462,Texas,48099
2659,Cottle,106885,Texas,48101
2660,Crane,57616,Texas,48103
2661,Crockett,68799,Texas,48105
2662,Crosby,55085,Texas,48107
2663,Culberson,96410,Texas,48109
2664,Dallam,82618,Texas,48111
2665,Dallas,79626,Texas,48113
2666,Dawson,54953,Texas,48115
2667,Deaf Smith,75549,Texas,48117
2668,Delta,49467,Texas,48119
2669,Denton,77733,Texas,48121
2670,DeWitt,77489,Texas,48123
2671,Dickens,56301,Texas,48125
2672,Dimmit,55714,Texas,48127
2673,Donley,52905,Texas,48129
2674,Duval,52669,Texas,48131
2675,Eastland,56246,Texas,48133
2676,Ector,58961,Texas,48135
2677,Edwards,82497,Texas,48137
2678,Ellis,57977,Texas,48139
2679,El Paso,46753,Texas,48141
2680,Erath,53610,Texas,48143
2681,Falls,47110,Texas,48145
2682,Fannin,49380,Texas,48147
2683,Fayette,72230,Texas,48149
2684,Fisher,62676,Texas,48151
2685,Floyd,51829,Texas,48153
2686,Foard,65386,Texas,48155
2687,Fort Bend,73855,Texas,48157
2688,Franklin,56987,Texas,48159
2689,Freestone,47097,Texas,48161
2690,Frio,41270,Texas,48163
2691,Gaines,56478,Texas,48165
2692,Galveston,64574,Texas,48167
2693,Garza,49585,Texas,48169
2694,Gillespie,93310,Texas,48171
2695,Glasscock,132049,Texas,48173
2696,Goliad,62484,Texas,48175
2697,Gonzales,64553,Texas,48177
2698,Gray,53508,Texas,48179
2699,Grayson,55946,Texas,48181
2700,Gregg,59997,Texas,48183
2701,Grimes,44487,Texas,48185
2702,Guadalupe,58644,Texas,48187
2703,Hale,45103,Texas,48189
2704,Hall,49814,Texas,48191
2705,Hamilton,70580,Texas,48193
2706,Hansford,103818,Texas,48195
2707,Hardeman,60392,Texas,48197
2708,Hardin,56424,Texas,48199
2709,Harris,73862,Texas,48201
2710,Harrison,50269,Texas,48203
2711,Hartley,107013,Texas,48205
2712,Haskell,53538,Texas,48207
2713,Hays,64671,Texas,48209
2714,Hemphill,90724,Texas,48211
2715,Henderson,52297,Texas,48213
2716,Hidalgo,34373,Texas,48215
2717,Hill,52054,Texas,48217
2718,Hockley,53348,Texas,48219
2719,Hood,66521,Texas,48221
2720,Hopkins,55098,Texas,48223
2721,Houston,53657,Texas,48225
2722,Howard,66751,Texas,48227
2723,Hudspeth,41438,Texas,48229
2724,Hunt,50287,Texas,48231
2725,Hutchinson,52596,Texas,48233
2726,Irion,85857,Texas,48235
2727,Jack,52599,Texas,48237
2728,Jackson,54702,Texas,48239
2729,Jasper,53205,Texas,48241
2730,Jeff Davis,67092,Texas,48243
2731,Jefferson,50131,Texas,48245
2732,Jim Hogg,44294,Texas,48247
2733,Jim Wells,51458,Texas,48249
2734,Johnson,55487,Texas,48251
2735,Jones,41722,Texas,48253
2736,Karnes,83442,Texas,48255
2737,Kaufman,53843,Texas,48257
2738,Kendall,110116,Texas,48259
2739,Kenedy,45802,Texas,48261
2740,Kent,71715,Texas,48263
2741,Kerr,69038,Texas,48265
2742,Kimble,59148,Texas,48267
2743,King,139825,Texas,48269
2744,Kinney,44642,Texas,48271
2745,Kleberg,49333,Texas,48273
2746,Knox,52798,Texas,48275
2747,Lamar,51936,Texas,48277
2748,Lamb,63169,Texas,48279
2749,Lampasas,62665,Texas,48281
2750,La Salle,50247,Texas,48283
2751,Lavaca,71664,Texas,48285
2752,Lee,59542,Texas,48287
2753,Leon,62631,Texas,48289
2754,Liberty,44184,Texas,48291
2755,Limestone,52196,Texas,48293
2756,Lipscomb,141712,Texas,48295
2757,Live Oak,50483,Texas,48297
2758,Llano,72121,Texas,48299
2759,Loving,223419,Texas,48301
2760,Lubbock,54313,Texas,48303
2761,Lynn,65814,Texas,48305
2762,McCulloch,53630,Texas,48307
2763,McLennan,53941,Texas,48309
2764,McMullen,117599,Texas,48311
2765,Madison,45527,Texas,48313
2766,Marion,52570,Texas,48315
2767,Martin,107395,Texas,48317
2768,Mason,63450,Texas,48319
2769,Matagorda,53090,Texas,48321
2770,Maverick,41009,Texas,48323
2771,Medina,52854,Texas,48325
2772,Menard,52791,Texas,48327
2773,Midland,144532,Texas,48329
2774,Milam,51236,Texas,48331
2775,Mills,58522,Texas,48333
2776,Mitchell,40541,Texas,48335
2777,Montague,50251,Texas,48337
2778,Montgomery,78644,Texas,48339
2779,Moore,61988,Texas,48341
2780,Morris,50538,Texas,48343
2781,Motley,55185,Texas,48345
2782,Nacogdoches,50541,Texas,48347
2783,Navarro,46891,Texas,48349
2784,Newton,44866,Texas,48351
2785,Nolan,56320,Texas,48353
2786,Nueces,56833,Texas,48355
2787,Ochiltree,72100,Texas,48357
2788,Oldham,89268,Texas,48359
2789,Orange,51982,Texas,48361
2790,Palo Pinto,54995,Texas,48363
2791,Panola,60434,Texas,48365
2792,Parker,74009,Texas,48367
2793,Parmer,77006,Texas,48369
2794,Pecos,49691,Texas,48371
2795,Polk,49945,Texas,48373
2796,Potter,58933,Texas,48375
2797,Presidio,65420,Texas,48377
2798,Rains,44559,Texas,48379
2799,Randall,60604,Texas,48381
2800,Reagan,71887,Texas,48383
2801,Real,61576,Texas,48385
2802,Red River,55403,Texas,48387
2803,Reeves,76555,Texas,48389
2804,Refugio,57772,Texas,48391
2805,Roberts,64762,Texas,48393
2806,Robertson,58609,Texas,48395
2807,Rockwall,77307,Texas,48397
2808,Runnels,55707,Texas,48399
2809,Rusk,47312,Texas,48401
2810,Sabine,47303,Texas,48403
2811,San Augustine,58852,Texas,48405
2812,San Jacinto,47030,Texas,48407
2813,San Patricio,53429,Texas,48409
2814,San Saba,48235,Texas,48411
2815,Schleicher,61904,Texas,48413
2816,Scurry,54065,Texas,48415
2817,Shackelford,91109,Texas,48417
2818,Shelby,64203,Texas,48419
2819,Sherman,173932,Texas,48421
2820,Smith,66887,Texas,48423
2821,Somervell,62988,Texas,48425
2822,Starr,32785,Texas,48427
2823,Stephens,49206,Texas,48429
2824,Sterling,71876,Texas,48431
2825,Stonewall,95644,Texas,48433
2826,Sutton,75645,Texas,48435
2827,Swisher,85037,Texas,48437
2828,Tarrant,65765,Texas,48439
2829,Taylor,58181,Texas,48441
2830,Terrell,66721,Texas,48443
2831,Terry,49822,Texas,48445
2832,Throckmorton,53588,Texas,48447
2833,Titus,52359,Texas,48449
2834,Tom Green,65314,Texas,48451
2835,Travis,91887,Texas,48453
2836,Trinity,49195,Texas,48455
2837,Tyler,44662,Texas,48457
2838,Upshur,46654,Texas,48459
2839,Upton,88874,Texas,48461
2840,Uvalde,55211,Texas,48463
2841,Val Verde,50112,Texas,48465
2842,Van Zandt,48399,Texas,48467
2843,Victoria,58912,Texas,48469
2844,Walker,35913,Texas,48471
2845,Waller,55463,Texas,48473
2846,Ward,67647,Texas,48475
2847,Washington,73880,Texas,48477
2848,Webb,42757,Texas,48479
2849,Wharton,55902,Texas,48481
2850,Wheeler,54067,Texas,48483
2851,Wichita,55278,Texas,48485
2852,Wilbarger,67115,Texas,48487
2853,Willacy,35832,Texas,48489
2854,Williamson,72828,Texas,48491
2855,Wilson,59578,Texas,48493
2856,Winkler,75821,Texas,48495
2857,Wise,59092,Texas,48497
2858,Wood,50764,Texas,48499
2859,Yoakum,61028,Texas,48501
2860,Young,69691,Texas,48503
2861,Zapata,34154,Texas,48505
2862,Zavala,47333,Texas,48507
2865,Beaver,39982,Utah,49001
2866,Box Elder,50990,Utah,49003
2867,Cache,50603,Utah,49005
2868,Carbon,49335,Utah,49007
2869,Daggett,52788,Utah,49009
2870,Davis,62449,Utah,49011
2871,Duchesne,51352,Utah,49013
2872,Emery,42317,Utah,49015
2873,Garfield,53930,Utah,49017
2874,Grand,77028,Utah,49019
2875,Iron,42301,Utah,49021
2876,Juab,52701,Utah,49023
2877,Kane,53294,Utah,49025
2878,Millard,49823,Utah,49027
2879,Morgan,71630,Utah,49029
2880,Piute,61075,Utah,49031
2881,Rich,52239,Utah,49033
2882,Salt Lake,71787,Utah,49035
2883,San Juan,38753,Utah,49037
2884,Sanpete,43717,Utah,49039
2885,Sevier,46183,Utah,49041
2886,Summit,259993,Utah,49043
2887,Tooele,50274,Utah,49045
2888,Uintah,41619,Utah,49047
2889,Utah,57619,Utah,49049
2890,Wasatch,92354,Utah,49051
2891,Washington,54405,Utah,49053
2892,Wayne,56495,Utah,49055
2893,Weber,55832,Utah,49057
2896,Addison,64395,Vermont,50001
2897,Bennington,65638,Vermont,50003
2898,Caledonia,53640,Vermont,50005
2899,Chittenden,76222,Vermont,50007
2900,Essex,47952,Vermont,50009
2901,Franklin,57298,Vermont,50011
2902,Grand Isle,74532,Vermont,50013
2903,Lamoille,68121,Vermont,50015
2904,Orange,59235,Vermont,50017
2905,Orleans,55293,Vermont,50019
2906,Rutland,61702,Vermont,50021
2907,Washington,73602,Vermont,50023
2908,Windham,59401,Vermont,50025
2909,Windsor,72177,Vermont,50027
2912,Accomack,52443,Virginia,51001
2913,Amelia,54587,Virginia,51007
2914,Amherst,47385,Virginia,51009
2915,Appomattox,47873,Virginia,51011
2916,Arlington,124345,Virginia,51013
2917,Bath,77195,Virginia,51017
2918,Bedford,57877,Virginia,51515
2919,Bland,46796,Virginia,51021
2920,Botetourt,64012,Virginia,51023
2921,Brunswick,45693,Virginia,51025
2922,Buchanan,49335,Virginia,51027
2923,Buckingham,39823,Virginia,51029
2924,Caroline,54299,Virginia,51033
2925,Charles City,61647,Virginia,51036
2926,Charlotte,47697,Virginia,51037
2927,Chesterfield,66800,Virginia,51041
2928,Clarke,82974,Virginia,51043
2929,Craig,50734,Virginia,51045
2930,Culpeper,60129,Virginia,51047
2931,Cumberland,48063,Virginia,51049
2932,Dickenson,44423,Virginia,51051
2933,Essex,55859,Virginia,51057
2934,Fauquier,86886,Virginia,51061
2935,Floyd,53008,Virginia,51063
2936,Fluvanna,57422,Virginia,51065
2937,Franklin,55820,Virginia,51620
2938,Giles,53100,Virginia,51071
2939,Gloucester,61214,Virginia,51073
2940,Goochland,125932,Virginia,51075
2941,Grayson,40784,Virginia,51077
2942,Greene,55760,Virginia,51079
2943,Halifax,47960,Virginia,51083
2944,Hanover,77005,Virginia,51085
2945,Henrico,77783,Virginia,51087
2946,Highland,50924,Virginia,51091
2947,Isle of Wight,69100,Virginia,51093
2948,King and Queen,59339,Virginia,51097
2949,King George,65579,Virginia,51099
2950,King William,57290,Virginia,51101
2951,Lancaster,82071,Virginia,51103
2952,Lee,41822,Virginia,51105
2953,Loudoun,102229,Virginia,51107
2954,Louisa,52957,Virginia,51109
2955,Lunenburg,41578,Virginia,51111
2956,Madison,60259,Virginia,51113
2957,Mathews,72439,Virginia,51115
2958,Mecklenburg,49625,Virginia,51117
2959,Middlesex,66200,Virginia,51119
2960,Nelson,67990,Virginia,51125
2961,New Kent,124129,Virginia,51127
2962,Northampton,65814,Virginia,51131
2963,Northumberland,64899,Virginia,51133
2964,Nottoway,46746,Virginia,51135
2965,Orange,62886,Virginia,51137
2966,Page,49221,Virginia,51139
2967,Patrick,42956,Virginia,51141
2968,Powhatan,72006,Virginia,51145
2969,Prince Edward,42333,Virginia,51147
2970,Pulaski,51836,Virginia,51155
2971,Rappahannock,89727,Virginia,51157
2972,Richmond,44081,Virginia,51760
2973,Russell,43189,Virginia,51167
2974,Scott,43448,Virginia,51169
2975,Shenandoah,56651,Virginia,51171
2976,Smyth,48244,Virginia,51173
2977,Stafford,68098,Virginia,51179
2978,Surry,55365,Virginia,51181
2979,Sussex,39253,Virginia,51183
2980,Tazewell,48157,Virginia,51185
2981,Warren,59324,Virginia,51187
2982,Westmoreland,53452,Virginia,51193
2983,Wythe,47343,Virginia,51197
2985,Alexandria,115144,Virginia,51510
2986,Chesapeake,62736,Virginia,51550
2987,Hampton,52364,Virginia,51650
2988,Newport News,50764,Virginia,51700
2989,Norfolk,51434,Virginia,51710
2990,Portsmouth,48985,Virginia,51740
2991,Richmond,76912,Virginia,51760
2992,Roanoke,56075,Virginia,51770
2993,Suffolk,66130,Virginia,51800
2994,Virginia Beach,72091,Virginia,51810
2996,Albemarle + Charlottesville,102987,Virginia,
2997,Alleghany + Covington,49149,Virginia,
2998,"Augusta, Staunton + Waynesboro",55929,Virginia,
2999,Campbell + Lynchburg,48550,Virginia,
3000,Carroll + Galax,47671,Virginia,
3001,"Dinwiddie, Colonial Heights + Petersburg",49623,Virginia,
3002,"Fairfax, Fairfax City + Falls Church",108855,Virginia,
3003,Frederick + Winchester,65119,Virginia,
3004,Greensville + Emporia,42214,Virginia,
3005,Henry + Martinsville,50015,Virginia,
3006,James City + Williamsburg,81761,Virginia,
3007,Montgomery + Radford,49735,Virginia,
3008,Pittsylvania + Danville,48769,Virginia,
3009,Prince George + Hopewell,42550,Virginia,
3010,"Prince William, Manassas + Manassas Park",68164,Virginia,
3011,Roanoke + Salem,63792,Virginia,
3012,"Rockbridge, Buena Vista + Lexington",51661,Virginia,
3013,Rockingham + Harrisonburg,51573,Virginia,
3014,Southampton + Franklin,53011,Virginia,
3015,Spotsylvania + Fredericksburg,65590,Virginia,
3016,Washington + Bristol,50667,Virginia,
3017,Wise + Norton,44131,Virginia,
3018,York + Poquoson,73221,Virginia,
3021,Adams,52466,Washington,53001
3022,Asotin,57199,Washington,53003
3023,Benton,56969,Washington,53005
3024,Chelan,68356,Washington,53007
3025,Clallam,60321,Washington,53009
3026,Clark,69318,Washington,53011
3027,Columbia,62070,Washington,53013
3028,Cowlitz,57947,Washington,53015
3029,Douglas,51926,Washington,53017
3030,Ferry,47534,Washington,53019
3031,Franklin,48029,Washington,53021
3032,Garfield,57405,Washington,53023
3033,Grant,49727,Washington,53025
3034,Grays Harbor,49968,Washington,53027
3035,Island,70094,Washington,53029
3036,Jefferson,68457,Washington,53031
3037,King,122235,Washington,53033
3038,Kitsap,73841,Washington,53035
3039,Kittitas,60053,Washington,53037
3040,Klickitat,57126,Washington,53039
3041,Lewis,59759,Washington,53041
3042,Lincoln,51607,Washington,53043
3043,Mason,54701,Washington,53045
3044,Okanogan,52446,Washington,53047
3045,Pacific,50282,Washington,53049
3046,Pend Oreille,52605,Washington,53051
3047,Pierce,65188,Washington,53053
3048,San Juan,93395,Washington,53055
3049,Skagit,67173,Washington,53057
3050,Skamania,67073,Washington,53059
3051,Snohomish,75320,Washington,53061
3052,Spokane,58630,Washington,53063
3053,Stevens,49484,Washington,53065
3054,Thurston,65892,Washington,53067
3055,Wahkiakum,54133,Washington,53069
3056,Walla Walla,56420,Washington,53071
3057,Whatcom,62095,Washington,53073
3058,Whitman,48522,Washington,53075
3059,Yakima,51488,Washington,53077
3062,Barbour,42530,West Virginia,54001
3063,Berkeley,54940,West Virginia,54003
3064,Boone,43398,West Virginia,54005
3065,Braxton,42520,West Virginia,54007
3066,Brooke,53325,West Virginia,54009
3067,Cabell,54209,West Virginia,54011
3068,Calhoun,44580,West Virginia,54013
3069,Clay,41070,West Virginia,54015
3070,Doddridge,40875,West Virginia,54017
3071,Fayette,47212,West Virginia,54019
3072,Gilmer,38947,West Virginia,54021
3073,Grant,47890,West Virginia,54023
3074,Greenbrier,50142,West Virginia,54025
3075,Hampshire,46417,West Virginia,54027
3076,Hancock,53854,West Virginia,54029
3077,Hardy,43439,West Virginia,54031
3078,Harrison,63351,West Virginia,54033
3079,Jackson,48978,West Virginia,54035
3080,Jefferson,66514,West Virginia,54037
3081,Kanawha,61400,West Virginia,54039
3082,Lewis,46994,West Virginia,54041
3083,Lincoln,38761,West Virginia,54043
3084,Logan,46862,West Virginia,54045
3085,McDowell,35813,West Virginia,54047
3086,Marion,51911,West Virginia,54049
3087,Marshall,51767,West Virginia,54051
3088,Mason,44435,West Virginia,54053
3089,Mercer,48086,West Virginia,54055
3090,Mineral,49484,West Virginia,54057
3091,Mingo,39157,West Virginia,54059
3092,Monongalia,58418,West Virginia,54061
3093,Monroe,42813,West Virginia,54063
3094,Morgan,45801,West Virginia,54065
3095,Nicholas,44299,West Virginia,54067
3096,Ohio,67565,West Virginia,54069
3097,Pendleton,52532,West Virginia,54071
3098,Pleasants,53911,West Virginia,54073
3099,Pocahontas,53487,West Virginia,54075
3100,Preston,44252,West Virginia,54077
3101,Putnam,58105,West Virginia,54079
3102,Raleigh,51780,West Virginia,54081
3103,Randolph,48669,West Virginia,54083
3104,Ritchie,57425,West Virginia,54085
3105,Roane,41660,West Virginia,54087
3106,Summers,46136,West Virginia,54089
3107,Taylor,52597,West Virginia,54091
3108,Tucker,57622,West Virginia,54093
3109,Tyler,62069,West Virginia,54095
3110,Upshur,45382,West Virginia,54097
3111,Wayne,44163,West Virginia,54099
3112,Webster,34445,West Virginia,54101
3113,Wetzel,47984,West Virginia,54103
3114,Wirt,44759,West Virginia,54105
3115,Wood,58971,West Virginia,54107
3116,Wyoming,37028,West Virginia,54109
3119,Adams,46249,Wisconsin,55001
3120,Ashland,49350,Wisconsin,55003
3121,Barron,60564,Wisconsin,55005
3122,Bayfield,55598,Wisconsin,55007
3123,Brown,65199,Wisconsin,55009
3124,Buffalo,57210,Wisconsin,55011
3125,Burnett,51815,Wisconsin,55013
3126,Calumet,61851,Wisconsin,55015
3127,Chippewa,56815,Wisconsin,55017
3128,Clark,50617,Wisconsin,55019
3129,Columbia,67169,Wisconsin,55021
3130,Crawford,51946,Wisconsin,55023
3131,Dane,77996,Wisconsin,55025
3132,Dodge,55856,Wisconsin,55027
3133,Door,78073,Wisconsin,55029
3134,Douglas,52634,Wisconsin,55031
3135,Dunn,50772,Wisconsin,55033
3136,Eau Claire,60575,Wisconsin,55035
3137,Florence,66422,Wisconsin,55037
3138,Fond du Lac,60018,Wisconsin,55039
3139,Forest,49367,Wisconsin,55041
3140,Grant,53781,Wisconsin,55043
3141,Green,65549,Wisconsin,55045
3142,Green Lake,53073,Wisconsin,55047
3143,Iowa,61591,Wisconsin,55049
3144,Iron,56207,Wisconsin,55051
3145,Jackson,52237,Wisconsin,55053
3146,Jefferson,58374,Wisconsin,55055
3147,Juneau,49419,Wisconsin,55057
3148,Kenosha,60599,Wisconsin,55059
3149,Kewaunee,58406,Wisconsin,55061
3150,La Crosse,62336,Wisconsin,55063
3151,Lafayette,55006,Wisconsin,55065
3152,Langlade,53770,Wisconsin,55067
3153,Lincoln,56296,Wisconsin,55069
3154,Manitowoc,57585,Wisconsin,55071
3155,Marathon,62707,Wisconsin,55073
3156,Marinette,53841,Wisconsin,55075
3157,Marquette,51068,Wisconsin,55077
3158,Menominee,42070,Wisconsin,55078
3159,Milwaukee,60114,Wisconsin,55079
3160,Monroe,52978,Wisconsin,55081
3161,Oconto,55183,Wisconsin,55083
3162,Oneida,60846,Wisconsin,55085
3163,Outagamie,64867,Wisconsin,55087
3164,Ozaukee,104780,Wisconsin,55089
3165,Pepin,64105,Wisconsin,55091
3166,Pierce,61101,Wisconsin,55093
3167,Polk,57391,Wisconsin,55095
3168,Portage,57490,Wisconsin,55097
3169,Price,55355,Wisconsin,55099
3170,Racine,62570,Wisconsin,55101
3171,Richland,53743,Wisconsin,55103
3172,Rock,56319,Wisconsin,55105
3173,Rusk,55836,Wisconsin,55107
3174,St. Croix,70354,Wisconsin,55109
3175,Sauk,66107,Wisconsin,55111
3176,Sawyer,54542,Wisconsin,55113
3177,Shawano,51974,Wisconsin,55115
3178,Sheboygan,63878,Wisconsin,55117
3179,Taylor,50834,Wisconsin,55119
3180,Trempealeau,52737,Wisconsin,55121
3181,Vernon,52023,Wisconsin,55123
3182,Vilas,65477,Wisconsin,55125
3183,Walworth,67665,Wisconsin,55127
3184,Washburn,58092,Wisconsin,55129
3185,Washington,73187,Wisconsin,55131
3186,Waukesha,91766,Wisconsin,55133
3187,Waupaca,56482,Wisconsin,55135
3188,Waushara,48666,Wisconsin,55137
3189,Winnebago,60180,Wisconsin,55139
3190,Wood,56746,Wisconsin,55141
3193,Albany,54052,Wyoming,56001
3194,Big Horn,50641,Wyoming,56003
3195,Campbell,62147,Wyoming,56005
3196,Carbon,68521,Wyoming,56007
3197,Converse,70943,Wyoming,56009
3198,Crook,63785,Wyoming,56011
3199,Fremont,56891,Wyoming,56013
3200,Goshen,54733,Wyoming,56015
3201,Hot Springs,63816,Wyoming,56017
3202,Johnson,70887,Wyoming,56019
3203,Laramie,65150,Wyoming,56021
3204,Lincoln,73432,Wyoming,56023
3205,Natrona,79846,Wyoming,56025
3206,Niobrara,59399,Wyoming,56027
3207,Park,77015,Wyoming,56029
3208,Platte,59292,Wyoming,56031
3209,Sheridan,73622,Wyoming,56033
3210,Sublette,70620,Wyoming,56035
3211,Sweetwater,64115,Wyoming,56037
3212,Teton,471751,Wyoming,56039
3213,Uinta,49350,Wyoming,56041
3214,Washakie,57474,Wyoming,56043
3215,Weston,54380,Wyoming,56045
